sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x1D,81263073,-0.113,0.1,-0.067,
Sensor_0x53,81263638,0.07,0.06,0.053,
Sensor_0x1D,81264214,0.122,-0.056,-0.067,
Sensor_0x53,81264670,-0.165,-0.018,0.21,
Sensor_0x1D,81265375,0.044,-0.135,0.012,
Sensor_0x53,81265706,-0.008,-0.254,-0.182,
Sensor_0x1D,81266523,-0.113,0.022,0.09,
Sensor_0x53,81266738,-0.008,0.06,-0.182,
Sensor_0x1D,81267707,0.122,-0.056,0.404,
Sensor_0x53,81267776,0.227,0.139,-0.182,
Sensor_0x53,81268805,-0.087,0.531,0.367,
Sensor_0x1D,81268860,-0.113,0.1,0.169,
Sensor_0x53,81269839,-0.322,0.374,0.053,
Sensor_0x1D,81270048,-0.191,-0.213,-0.067,
Sensor_0x53,81270873,0.07,0.139,0.131,
Sensor_0x1D,81271238,-0.113,0.1,0.169,
Sensor_0x53,81271906,-0.008,-0.018,0.053,
Sensor_0x1D,81272400,-0.035,0.1,0.169,
Sensor_0x53,81272935,0.227,-0.175,-0.182,
Sensor_0x1D,81273571,0.122,-0.213,-0.067,
Sensor_0x53,81273972,-0.087,0.139,0.053,
Sensor_0x1D,81274704,0.122,0.1,0.247,
Sensor_0x53,81275003,-0.008,-0.175,0.053,
Sensor_0x1D,81275866,-0.113,0.1,0.012,
Sensor_0x53,81276036,-0.008,0.06,0.445,
Sensor_0x1D,81277043,0.044,0.1,0.169,
Sensor_0x53,81277070,-0.008,-0.332,-0.104,
Sensor_0x53,81278103,0.227,0.06,-0.025,
Sensor_0x1D,81278236,0.044,0.1,0.169,
Sensor_0x53,81279132,-0.244,-0.097,-0.025,
Sensor_0x1D,81279427,-0.191,0.022,0.561,
Sensor_0x53,81280170,0.07,-0.018,-0.339,
Sensor_0x1D,81280618,0.044,0.1,0.169,
Sensor_0x53,81281204,-0.008,-0.097,-0.104,
Sensor_0x1D,81281760,0.044,0.1,-0.067,
Sensor_0x53,81282242,-0.008,-0.254,-0.261,
Sensor_0x1D,81282899,0.122,0.1,-0.067,
Sensor_0x53,81283274,-0.165,0.06,-0.025,
Sensor_0x1D,81284043,-0.113,-0.056,0.09,
Sensor_0x53,81284307,0.07,-0.489,-0.104,
Sensor_0x1D,81285216,-0.035,0.1,-0.38,
Sensor_0x53,81285337,-0.087,0.531,0.288,
Sensor_0x53,81286373,-0.558,-0.175,0.131,
Sensor_0x1D,81286390,-0.113,-0.135,-0.067,
Sensor_0x53,81287402,0.07,0.295,0.053,
Sensor_0x1D,81287600,-0.191,0.022,0.012,
Sensor_0x53,81288436,-0.087,-0.175,-0.104,
Sensor_0x1D,81288784,0.044,0.1,0.247,
Sensor_0x53,81289513,0.07,0.374,0.131,
Sensor_0x1D,81289934,0.044,0.1,0.169,
Sensor_0x53,81290546,-0.087,-0.097,-0.025,
Sensor_0x1D,81291072,0.122,-0.056,0.012,
Sensor_0x53,81291576,0.148,-0.332,-0.104,
Sensor_0x1D,81292213,0.044,0.022,0.169,
Sensor_0x53,81292609,-0.165,-0.097,0.053,
Sensor_0x1D,81293373,-0.191,-0.056,0.169,
Sensor_0x53,81293636,0.305,0.374,0.21,
Sensor_0x1D,81294522,-0.427,0.022,0.09,
Sensor_0x53,81294668,-0.008,0.688,0.053,
Sensor_0x53,81295705,-0.322,-0.175,-0.104,
Sensor_0x1D,81295706,0.044,0.1,0.482,
Sensor_0x53,81296739,-0.008,0.06,0.21,
Sensor_0x1D,81296860,0.044,0.1,0.012,
Sensor_0x53,81297768,-0.008,0.06,0.053,
Sensor_0x1D,81298048,0.044,0.022,0.326,
Sensor_0x53,81298805,-0.165,0.06,-0.104,
Sensor_0x1D,81299238,0.044,0.022,-0.067,
Sensor_0x53,81299834,-0.165,-0.018,0.053,
Sensor_0x1D,81300398,0.122,-0.135,-0.224,
Sensor_0x53,81300868,-0.008,-0.175,-0.025,
Sensor_0x1D,81301547,0.122,-0.135,0.09,
Sensor_0x53,81301901,-0.087,0.217,0.367,
Sensor_0x1D,81302695,-0.035,0.179,-0.067,
Sensor_0x53,81302934,-0.008,-0.489,-0.104,
Sensor_0x1D,81303857,-0.035,0.022,-0.145,
Sensor_0x53,81303964,0.541,0.139,0.288,
Sensor_0x53,81305005,-0.008,-0.175,-0.104,
Sensor_0x1D,81305051,0.044,-0.135,-0.067,
Sensor_0x53,81306034,0.07,0.139,-0.182,
Sensor_0x1D,81306236,0.122,-0.135,-0.067,
Sensor_0x53,81307068,-0.244,-0.097,-0.025,
Sensor_0x1D,81307423,0.515,-0.056,-0.067,
Sensor_0x53,81308104,-0.322,0.06,-0.104,
Sensor_0x1D,81308622,0.122,0.1,0.09,
Sensor_0x53,81309135,-0.008,0.139,0.21,
Sensor_0x1D,81309764,0.044,0.1,-0.38,
Sensor_0x53,81310166,0.07,-0.018,-0.575,
Sensor_0x1D,81310902,-0.113,-0.135,0.326,
Sensor_0x53,81311207,-0.008,0.452,0.053,
Sensor_0x1D,81312038,-0.113,0.1,-0.067,
Sensor_0x53,81312240,-0.636,-0.097,0.053,
Sensor_0x1D,81313211,0.122,-0.056,0.012,
Sensor_0x53,81313273,0.148,0.06,-0.025,
Sensor_0x53,81314306,-0.008,-0.411,-0.339,
Sensor_0x1D,81314387,0.122,-0.135,-0.067,
Sensor_0x53,81315338,0.07,-0.175,-0.025,
Sensor_0x1D,81315598,-0.113,0.022,-0.067,
Sensor_0x53,81316368,-0.087,-0.175,-0.025,
Sensor_0x1D,81316782,0.044,0.022,-0.067,
Sensor_0x53,81317403,-0.008,0.139,-0.025,
Sensor_0x1D,81317932,0.044,0.022,0.326,
Sensor_0x53,81318434,-0.008,0.06,0.288,
Sensor_0x1D,81319070,-0.113,0.1,0.404,
Sensor_0x53,81319475,-0.008,-0.489,0.131,
Sensor_0x1D,81320211,-0.113,0.022,0.169,
Sensor_0x53,81320513,0.541,0.139,0.445,
Sensor_0x1D,81321372,0.122,-0.135,-0.067,
Sensor_0x53,81321546,-0.087,-0.097,-0.025,
Sensor_0x1D,81322520,0.044,-0.135,-0.224,
Sensor_0x53,81322575,-0.008,0.06,-0.182,
Sensor_0x53,81323609,-0.244,-0.175,-0.025,
Sensor_0x1D,81323706,-0.113,0.179,-0.067,
Sensor_0x53,81324636,-0.479,-0.254,-0.025,
Sensor_0x1D,81324862,-0.035,0.022,0.169,
Sensor_0x53,81325667,-0.008,0.139,0.445,
Sensor_0x1D,81326043,0.122,0.1,0.169,
Sensor_0x53,81326704,0.227,-0.175,-0.025,
Sensor_0x1D,81327250,0.044,0.022,-0.067,
Sensor_0x53,81327737,0.227,0.139,0.21,
Sensor_0x1D,81328410,0.122,0.257,-0.067,
Sensor_0x53,81328768,-0.165,-0.175,-0.025,
Sensor_0x1D,81329560,0.044,0.022,0.639,
Sensor_0x53,81329805,0.227,0.06,-0.025,
Sensor_0x1D,81330708,0.044,0.336,0.012,
Sensor_0x53,81330836,-0.087,0.06,-0.025,
Sensor_0x1D,81331865,-0.035,0.414,-0.067,
Sensor_0x53,81331869,0.07,-0.332,-0.025,
Sensor_0x53,81332903,-0.165,0.06,-0.025,
Sensor_0x1D,81333056,-0.191,0.022,-0.067,
Sensor_0x53,81333936,0.305,0.374,-0.496,
Sensor_0x1D,81334249,-0.035,0.022,-0.067,
Sensor_0x53,81334966,-0.008,0.217,0.21,
Sensor_0x1D,81335440,0.201,0.1,0.247,
Sensor_0x53,81336008,-0.558,-0.097,0.053,
Sensor_0x1D,81336622,-0.035,0.022,0.012,
Sensor_0x53,81337037,0.07,0.06,0.053,
Sensor_0x1D,81337764,-0.113,0.1,0.012,
Sensor_0x53,81338070,-0.165,-0.018,0.053,
Sensor_0x1D,81338906,-0.113,0.257,0.247,
Sensor_0x53,81339104,-0.008,-0.018,0.053,
Sensor_0x1D,81340044,0.122,0.022,-0.067,
Sensor_0x53,81340137,-0.165,-0.018,-0.025,
Sensor_0x53,81341167,-0.401,0.139,0.053,
Sensor_0x1D,81341214,-0.113,0.022,0.012,
Sensor_0x53,81342208,-0.008,0.139,0.602,
Sensor_0x1D,81342394,0.044,0.1,0.09,
Sensor_0x53,81343240,0.384,-0.489,-0.025,
Sensor_0x1D,81343605,0.122,0.022,0.169,
Sensor_0x53,81344273,0.07,0.139,0.524,
Sensor_0x1D,81344788,-0.113,0.1,0.012,
Sensor_0x53,81345342,0.305,-0.489,-0.182,
Sensor_0x1D,81345939,-0.113,-0.135,-0.459,
Sensor_0x53,81346376,0.384,0.06,0.21,
Sensor_0x1D,81347077,0.044,-0.056,0.169,
Sensor_0x53,81347406,-0.244,-0.097,-0.261,
Sensor_0x1D,81348218,-0.113,-0.056,-0.067,
Sensor_0x53,81348448,-0.008,0.295,0.053,
Sensor_0x1D,81349378,0.044,-0.056,0.639,
Sensor_0x53,81349489,-0.087,0.06,0.053,
Sensor_0x53,81350526,-0.008,-0.018,-0.025,
Sensor_0x1D,81350527,-0.113,0.022,0.169,
Sensor_0x53,81351560,-0.087,0.06,0.053,
Sensor_0x1D,81351713,0.044,0.1,0.169,
Sensor_0x53,81352593,-0.087,0.295,-0.025,
Sensor_0x1D,81352866,0.122,0.1,0.012,
Sensor_0x53,81353620,0.148,0.139,0.053,
Sensor_0x1D,81354044,-0.191,0.179,0.012,
Sensor_0x53,81354654,-0.322,-0.175,-0.025,
Sensor_0x1D,81355234,-0.191,0.022,-0.067,
Sensor_0x53,81355683,-0.008,0.139,0.131,
Sensor_0x1D,81356390,-0.113,0.1,0.012,
Sensor_0x53,81356717,-0.087,-0.097,-0.104,
Sensor_0x1D,81357535,-0.113,0.022,0.012,
Sensor_0x53,81357788,-0.008,0.06,0.21,
Sensor_0x1D,81358683,0.044,-0.056,-0.224,
Sensor_0x53,81358821,0.148,-0.254,-0.104,
Sensor_0x1D,81359846,-0.191,0.1,0.326,
Sensor_0x53,81359852,-0.008,-0.175,-0.025,
Sensor_0x53,81360889,-0.008,-0.097,-0.025,
Sensor_0x1D,81361042,-0.113,-0.056,0.169,
Sensor_0x53,81361919,-0.087,-0.018,0.053,
Sensor_0x1D,81362227,-0.113,0.022,-0.067,
Sensor_0x53,81362952,-0.087,0.06,0.131,
Sensor_0x1D,81363414,0.122,-0.135,0.012,
Sensor_0x53,81364018,-0.008,-0.175,0.131,
Sensor_0x1D,81364614,0.044,0.022,-0.067,
Sensor_0x53,81365051,-0.008,0.217,0.21,
Sensor_0x1D,81365755,-0.035,0.1,0.169,
Sensor_0x53,81366084,-0.322,-0.254,-0.182,
Sensor_0x1D,81366902,0.044,0.414,-0.067,
Sensor_0x53,81367123,0.305,0.139,0.131,
Sensor_0x1D,81368040,-0.113,0.257,0.639,
Sensor_0x53,81368153,-0.322,-0.175,0.131,
Sensor_0x53,81369192,0.148,-0.018,0.131,
Sensor_0x1D,81369210,-0.113,0.1,-0.067,
Sensor_0x53,81370232,-0.008,-0.097,-0.104,
Sensor_0x1D,81370390,-0.035,0.1,-0.067,
Sensor_0x53,81371264,-0.008,-0.332,-0.025,
Sensor_0x1D,81371601,0.122,-0.056,-0.067,
Sensor_0x53,81372295,-0.008,-0.097,-0.025,
Sensor_0x1D,81372785,-0.191,0.179,0.169,
Sensor_0x53,81373332,0.384,-0.097,-0.418,
Sensor_0x1D,81373935,-0.113,0.1,0.012,
Sensor_0x53,81374362,-0.087,0.531,0.053,
Sensor_0x1D,81375073,0.044,0.022,-0.067,
Sensor_0x53,81375395,-0.322,-0.097,-0.104,
Sensor_0x1D,81376214,0.044,0.1,-0.067,
Sensor_0x53,81376471,-0.087,0.609,0.288,
Sensor_0x1D,81377377,-0.113,-0.135,-0.067,
Sensor_0x53,81377511,-0.401,-0.175,-0.339,
Sensor_0x53,81378541,0.227,0.139,0.053,
Sensor_0x1D,81378542,0.044,0.022,-0.067,
Sensor_0x53,81379577,0.541,0.139,-0.339,
Sensor_0x1D,81379711,0.044,0.1,0.169,
Sensor_0x53,81380603,-0.008,-0.175,0.445,
Sensor_0x1D,81380866,0.044,0.022,-0.145,
Sensor_0x53,81381634,-0.087,-0.097,0.131,
Sensor_0x1D,81382044,0.122,-0.135,-0.067,
Sensor_0x53,81382666,-0.008,-0.097,-0.025,
Sensor_0x1D,81383234,0.358,0.022,-0.38,
Sensor_0x53,81383700,-0.087,0.06,0.445,
Sensor_0x1D,81384390,-0.191,0.1,0.169,
Sensor_0x53,81384733,-0.008,-0.489,-0.104,
Sensor_0x1D,81385535,0.044,0.022,0.012,
Sensor_0x53,81385769,0.305,0.139,-0.025,
Sensor_0x1D,81386683,0.044,0.022,-0.067,
Sensor_0x53,81386798,-0.244,-0.332,-0.025,
Sensor_0x53,81387831,0.148,0.139,-0.418,
Sensor_0x1D,81387846,0.122,-0.056,-0.067,
Sensor_0x53,81388864,-0.244,-0.097,-0.025,
Sensor_0x1D,81389042,-0.035,-0.135,-0.067,
Sensor_0x53,81389897,-0.322,-0.175,0.131,
Sensor_0x1D,81390227,-0.191,-0.056,0.09,
Sensor_0x53,81390927,-0.087,-0.097,0.681,
Sensor_0x1D,81391414,-0.191,0.1,-0.067,
Sensor_0x53,81391964,-0.165,-0.254,-0.182,
Sensor_0x1D,81392614,0.044,0.022,-0.145,
Sensor_0x53,81393000,0.227,0.217,0.053,
Sensor_0x1D,81393755,0.122,0.022,-0.067,
Sensor_0x53,81394034,-0.165,-0.018,0.21,
Sensor_0x1D,81394902,-0.035,-0.213,-0.067,
Sensor_0x53,81395066,0.227,0.139,-0.025,
Sensor_0x1D,81396040,-0.113,0.1,-0.067,
Sensor_0x53,81396099,-0.087,0.06,0.053,
Sensor_0x53,81397130,-0.008,-0.254,-0.104,
Sensor_0x1D,81397210,0.044,0.1,-0.067,
Sensor_0x53,81398165,-0.087,0.06,0.21,
Sensor_0x1D,81398390,0.044,-0.056,0.012,
Sensor_0x53,81399200,-0.165,0.06,-0.025,
Sensor_0x1D,81399601,-0.113,0.1,0.169,
Sensor_0x53,81400239,0.227,0.295,0.367,
Sensor_0x1D,81400785,0.044,-0.135,-0.067,
Sensor_0x53,81401272,-0.322,-0.411,0.131,
Sensor_0x1D,81401935,0.122,0.179,-0.067,
Sensor_0x53,81402305,0.227,0.06,0.053,
Sensor_0x1D,81403073,0.044,0.1,0.012,
Sensor_0x53,81403335,-0.322,-0.018,0.131,
Sensor_0x1D,81404214,-0.035,0.414,-0.067,
Sensor_0x53,81404372,-0.008,0.139,-0.104,
Sensor_0x1D,81405375,-0.113,0.022,-0.067,
Sensor_0x53,81405401,-0.008,-0.018,0.053,
Sensor_0x53,81406434,0.148,0.139,-0.182,
Sensor_0x1D,81406523,0.044,0.1,0.012,
Sensor_0x53,81407512,-0.087,-0.175,-0.104,
Sensor_0x1D,81407709,0.044,0.1,0.169,
Sensor_0x53,81408545,-0.322,-0.097,-0.025,
Sensor_0x1D,81408866,-0.113,0.022,0.169,
Sensor_0x53,81409575,-0.087,-0.018,0.524,
Sensor_0x1D,81410044,-0.035,0.1,-0.067,
Sensor_0x53,81410608,0.541,0.531,0.131,
Sensor_0x1D,81411234,-0.113,0.1,0.169,
Sensor_0x53,81411635,0.305,0.217,0.288,
Sensor_0x1D,81412390,0.122,0.1,-0.067,
Sensor_0x53,81412667,-0.165,-0.175,-0.104,
Sensor_0x1D,81413535,0.122,-0.135,-0.067,
Sensor_0x53,81413707,-0.008,0.295,-0.261,
Sensor_0x1D,81414683,0.044,0.022,0.169,
Sensor_0x53,81414741,-0.244,-0.175,0.131,
Sensor_0x53,81415771,-0.008,-0.254,-0.025,
Sensor_0x1D,81415846,0.122,0.022,-0.067,
Sensor_0x53,81416807,-0.008,-0.175,0.131,
Sensor_0x1D,81417042,-0.427,-0.135,0.169,
Sensor_0x53,81417836,0.227,-0.097,-0.496,
Sensor_0x1D,81418227,-0.113,0.257,0.404,
Sensor_0x53,81418871,-0.087,0.374,0.053,
Sensor_0x1D,81419414,-0.113,0.022,-0.067,
Sensor_0x53,81419906,-0.322,-0.097,-0.104,
Sensor_0x1D,81420614,-0.113,-0.135,-0.067,
Sensor_0x53,81420939,0.07,0.295,0.21,
Sensor_0x1D,81421755,0.122,-0.056,0.012,
Sensor_0x53,81421969,-0.087,-0.018,0.053,
Sensor_0x1D,81422902,0.044,0.1,0.169,
Sensor_0x53,81423006,0.148,-0.332,-0.182,
Sensor_0x53,81424036,-0.008,-0.097,0.131,
Sensor_0x1D,81424040,-0.113,0.257,-0.067,
Sensor_0x53,81425069,-0.087,0.06,0.053,
Sensor_0x1D,81425210,0.044,0.022,-0.067,
Sensor_0x53,81426103,-0.008,0.295,0.21,
Sensor_0x1D,81426390,0.044,-0.056,-0.067,
Sensor_0x53,81427136,-0.401,-0.254,-0.104,
Sensor_0x1D,81427601,0.122,0.022,0.012,
Sensor_0x53,81428168,0.305,0.217,-0.025,
Sensor_0x1D,81428785,0.044,0.1,-0.067,
Sensor_0x53,81429209,-0.008,-0.097,0.131,
Sensor_0x1D,81429935,-0.191,0.022,-0.067,
Sensor_0x53,81430242,0.148,0.139,-0.339,
Sensor_0x1D,81431073,0.122,0.1,0.169,
Sensor_0x53,81431276,-0.008,0.295,0.053,
Sensor_0x1D,81432214,0.122,-0.213,0.169,
Sensor_0x53,81432309,-0.165,-0.175,-0.104,
Sensor_0x53,81433343,-0.087,-0.175,0.524,
Sensor_0x1D,81433377,0.044,0.179,-0.067,
Sensor_0x53,81434372,0.148,-0.489,-0.104,
Sensor_0x1D,81434542,-0.191,-0.135,0.012,
Sensor_0x53,81435410,0.227,-0.018,0.21,
Sensor_0x1D,81435711,0.044,0.1,0.09,
Sensor_0x53,81436439,-0.165,-0.175,0.053,
Sensor_0x1D,81436866,0.122,0.1,0.169,
Sensor_0x53,81437483,-0.008,0.374,0.053,
Sensor_0x1D,81438044,-0.191,0.1,-0.067,
Sensor_0x53,81438519,-0.008,0.06,-0.025,
Sensor_0x1D,81439234,-0.191,0.1,-0.067,
Sensor_0x53,81439552,-0.008,-0.175,-0.182,
Sensor_0x1D,81440390,-0.191,0.1,-0.067,
Sensor_0x53,81440582,-0.008,0.06,-0.261,
Sensor_0x1D,81441535,-0.113,0.1,0.012,
Sensor_0x53,81441615,-0.008,0.295,0.524,
Sensor_0x53,81442642,-0.087,0.295,0.288,
Sensor_0x1D,81442683,-0.113,-0.056,0.012,
Sensor_0x53,81443674,-0.322,-0.175,0.21,
Sensor_0x1D,81443846,0.436,-0.213,0.012,
Sensor_0x53,81444745,-0.322,0.374,0.21,
Sensor_0x1D,81445042,0.044,-0.135,0.012,
Sensor_0x53,81445778,-0.322,-0.097,0.131,
Sensor_0x1D,81446227,-0.191,0.179,0.012,
Sensor_0x53,81446808,-0.008,0.295,0.21,
Sensor_0x1D,81447414,0.044,0.022,0.169,
Sensor_0x53,81447844,-0.087,-0.018,0.053,
Sensor_0x1D,81448614,-0.191,0.1,-0.067,
Sensor_0x53,81448874,0.07,-0.332,-0.104,
Sensor_0x1D,81449755,0.044,0.1,-0.067,
Sensor_0x53,81449907,-0.322,0.06,0.367,
Sensor_0x1D,81450902,0.044,-0.135,-0.302,
Sensor_0x53,81450942,-0.165,-0.097,0.053,
Sensor_0x53,81451982,-0.087,0.06,0.602,
Sensor_0x1D,81452040,0.122,0.022,0.09,
Sensor_0x53,81453014,-0.008,-0.332,-0.182,
Sensor_0x1D,81453210,-0.113,-0.135,0.326,
Sensor_0x53,81454049,0.384,0.217,0.445,
Sensor_0x1D,81454390,-0.113,0.022,0.482,
Sensor_0x53,81455080,-0.008,-0.097,0.053,
Sensor_0x1D,81455601,0.044,0.022,0.012,
Sensor_0x53,81456114,-0.008,0.217,-0.339,
Sensor_0x1D,81456785,-0.113,0.022,0.169,
Sensor_0x53,81457148,-0.165,0.139,0.053,
Sensor_0x1D,81457935,0.044,-0.135,-0.067,
Sensor_0x53,81458186,0.148,-0.332,0.053,
Sensor_0x1D,81459073,0.122,-0.135,-0.067,
Sensor_0x53,81459219,-0.087,-0.018,0.524,
Sensor_0x1D,81460214,-0.035,-0.056,0.012,
Sensor_0x53,81460256,0.148,0.139,-0.339,
Sensor_0x53,81461285,-0.008,0.374,0.445,
Sensor_0x1D,81461375,0.044,-0.135,0.169,
Sensor_0x53,81462319,-0.479,-0.018,-0.025,
Sensor_0x1D,81462523,-0.035,0.179,-0.067,
Sensor_0x53,81463355,-0.165,0.06,0.21,
Sensor_0x1D,81463709,-0.113,0.1,-0.067,
Sensor_0x53,81464388,-0.244,-0.175,-0.025,
Sensor_0x1D,81464866,-0.035,0.257,-0.145,
Sensor_0x53,81465420,0.07,0.217,-0.496,
Sensor_0x1D,81466044,0.044,0.022,-0.067,
Sensor_0x53,81466462,-0.165,0.139,0.053,
Sensor_0x1D,81467234,0.044,0.1,-0.067,
Sensor_0x53,81467502,-0.322,-0.018,0.131,
Sensor_0x1D,81468390,-0.113,-0.135,0.169,
Sensor_0x53,81468537,-0.087,-0.097,0.053,
Sensor_0x1D,81469535,-0.113,0.1,0.012,
Sensor_0x53,81469572,-0.087,0.06,0.21,
Sensor_0x53,81470602,-0.087,0.06,0.053,
Sensor_0x1D,81470683,-0.113,0.1,-0.067,
Sensor_0x53,81471630,-0.165,-0.254,0.053,
Sensor_0x1D,81471846,-0.113,0.1,0.169,
Sensor_0x53,81472663,-0.008,0.139,-0.025,
Sensor_0x1D,81473042,0.122,-0.135,-0.067,
Sensor_0x53,81473695,0.07,0.06,-0.025,
Sensor_0x1D,81474227,0.044,0.022,0.169,
Sensor_0x53,81474729,-0.008,-0.332,-0.182,
Sensor_0x1D,81475413,-0.191,0.022,0.012,
Sensor_0x53,81475766,0.148,-0.175,-0.104,
Sensor_0x1D,81476614,-0.035,0.1,0.247,
Sensor_0x53,81476800,-0.008,-0.254,-0.025,
Sensor_0x1D,81477755,-0.191,0.022,0.012,
Sensor_0x53,81477829,-0.008,0.374,0.367,
Sensor_0x53,81478865,0.227,-0.332,0.053,
Sensor_0x1D,81478902,0.044,0.022,0.404,
Sensor_0x53,81479896,-0.008,0.217,0.21,
Sensor_0x1D,81480040,0.044,0.1,0.09,
Sensor_0x53,81480930,-0.165,-0.254,0.053,
Sensor_0x1D,81481210,-0.035,0.179,0.169,
Sensor_0x53,81481963,-0.008,-0.097,-0.025,
Sensor_0x1D,81482390,0.122,0.1,0.012,
Sensor_0x53,81482998,-0.008,-0.097,-0.025,
Sensor_0x1D,81483601,-0.035,-0.056,0.404,
Sensor_0x53,81484029,-0.087,-0.175,0.053,
Sensor_0x1D,81484785,-0.113,0.1,-0.302,
Sensor_0x53,81485065,-0.087,0.06,0.288,
Sensor_0x1D,81485935,0.044,0.022,0.169,
Sensor_0x53,81486094,0.07,-0.411,-0.339,
Sensor_0x1D,81487073,-0.035,-0.056,0.09,
Sensor_0x53,81487127,0.305,0.139,0.131,
Sensor_0x53,81488161,-0.087,-0.175,-0.182,
Sensor_0x1D,81488214,-0.113,0.022,0.09,
Sensor_0x53,81489199,0.07,0.217,0.21,
Sensor_0x1D,81489375,0.201,-0.213,-0.067,
Sensor_0x53,81490234,-0.008,0.139,-0.025,
Sensor_0x1D,81490523,-0.113,0.336,0.169,
Sensor_0x53,81491270,-0.087,-0.175,-0.025,
Sensor_0x1D,81491709,0.044,-0.213,-0.067,
Sensor_0x53,81492300,-0.087,0.06,-0.025,
Sensor_0x1D,81492866,-0.191,0.1,0.169,
Sensor_0x53,81493333,-0.008,-0.097,-0.104,
Sensor_0x1D,81494044,0.122,0.1,0.09,
Sensor_0x53,81494403,-0.008,0.06,0.053,
Sensor_0x1D,81495234,-0.113,0.1,0.169,
Sensor_0x53,81495437,0.305,0.06,-0.182,
Sensor_0x1D,81496390,0.044,0.1,0.012,
Sensor_0x53,81496477,-0.008,0.217,0.288,
Sensor_0x53,81497519,-0.401,-0.332,-0.025,
Sensor_0x1D,81497535,-0.035,0.1,0.482,
Sensor_0x53,81498548,0.07,0.139,0.053,
Sensor_0x1D,81498683,-0.113,0.022,0.012,
Sensor_0x53,81499582,0.384,-0.097,-0.339,
Sensor_0x1D,81499846,0.044,0.1,-0.067,
Sensor_0x53,81500612,-0.008,-0.018,0.21,
Sensor_0x1D,81501042,-0.113,0.022,0.012,
Sensor_0x53,81501643,-0.008,0.139,0.21,
Sensor_0x1D,81502227,0.044,-0.213,-0.067,
Sensor_0x53,81502671,-0.008,-0.175,0.288,
Sensor_0x1D,81503413,0.044,0.179,0.012,
Sensor_0x53,81503709,-0.087,0.139,0.602,
Sensor_0x1D,81504614,-0.035,0.1,-0.067,
Sensor_0x53,81504739,-0.008,-0.489,-0.182,
Sensor_0x1D,81505755,-0.27,0.257,-0.067,
Sensor_0x53,81505773,0.384,0.295,0.288,
Sensor_0x53,81506807,-0.008,0.06,-0.182,
Sensor_0x1D,81506901,-0.113,0.1,0.012,
Sensor_0x53,81507840,0.305,0.217,-0.418,
Sensor_0x1D,81508040,0.044,0.022,0.169,
Sensor_0x53,81508870,-0.087,-0.097,0.131,
Sensor_0x1D,81509210,-0.427,0.1,0.09,
Sensor_0x53,81509907,-0.322,-0.175,0.053,
Sensor_0x1D,81510390,-0.113,-0.135,-0.302,
Sensor_0x53,81510937,-0.008,0.06,0.524,
Sensor_0x1D,81511601,-0.113,0.1,0.012,
Sensor_0x53,81511972,0.227,-0.489,-0.182,
Sensor_0x1D,81512785,0.201,0.179,0.796,
Sensor_0x53,81513008,0.148,0.374,0.053,
Sensor_0x1D,81513935,0.122,0.1,-0.067,
Sensor_0x53,81514042,-0.244,0.06,0.053,
Sensor_0x53,81515072,0.227,0.374,-0.025,
Sensor_0x1D,81515073,0.044,0.1,-0.067,
Sensor_0x53,81516108,-0.244,-0.175,-0.025,
Sensor_0x1D,81516214,0.044,0.022,-0.067,
Sensor_0x53,81517137,-0.008,-0.175,-0.261,
Sensor_0x1D,81517375,0.044,0.179,-0.067,
Sensor_0x53,81518170,-0.087,-0.097,-0.025,
Sensor_0x1D,81518523,-0.035,0.179,0.012,
Sensor_0x53,81519209,-0.008,-0.175,0.053,
Sensor_0x1D,81519709,0.122,-0.213,0.326,
Sensor_0x53,81520245,-0.008,0.06,0.053,
Sensor_0x1D,81520866,-0.113,0.257,0.169,
Sensor_0x53,81521275,-0.008,-0.568,0.21,
Sensor_0x1D,81522044,-0.191,0.1,-0.067,
Sensor_0x53,81522311,0.07,0.295,0.21,
Sensor_0x1D,81523234,-0.035,0.022,0.09,
Sensor_0x53,81523340,-0.401,-0.097,0.053,
Sensor_0x53,81524373,0.305,0.139,-0.339,
Sensor_0x1D,81524390,0.122,-0.135,0.247,
Sensor_0x53,81525407,-0.165,0.06,0.21,
Sensor_0x1D,81525535,-0.035,0.1,0.404,
Sensor_0x53,81526441,-0.322,-0.018,-0.104,
Sensor_0x1D,81526683,0.044,0.022,0.169,
Sensor_0x53,81527481,-0.087,-0.097,0.053,
Sensor_0x1D,81527846,-0.113,0.1,0.012,
Sensor_0x53,81528521,0.227,-0.018,-0.653,
Sensor_0x1D,81529042,-0.113,-0.056,0.012,
Sensor_0x53,81529550,-0.165,0.374,0.21,
Sensor_0x1D,81530227,-0.113,0.1,-0.067,
Sensor_0x53,81530583,0.07,0.374,0.053,
Sensor_0x1D,81531413,0.122,0.022,-0.067,
Sensor_0x53,81531614,0.148,0.139,-0.025,
Sensor_0x1D,81532614,-0.427,0.022,0.169,
Sensor_0x53,81532645,-0.165,-0.175,0.053,
Sensor_0x53,81533673,-0.244,-0.254,-0.025,
Sensor_0x1D,81533755,0.122,0.179,0.169,
Sensor_0x53,81534708,-0.087,-0.018,-0.025,
Sensor_0x1D,81534901,0.122,0.179,-0.067,
Sensor_0x53,81535739,0.148,-0.018,-0.653,
Sensor_0x1D,81536040,-0.035,0.022,0.012,
Sensor_0x53,81536772,-0.008,0.139,-0.104,
