sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x1D,81537210,-0.113,0.1,0.169,
Sensor_0x53,81537841,0.227,0.139,-0.418,
Sensor_0x1D,81538390,-0.191,0.257,0.169,
Sensor_0x53,81538875,-0.008,0.452,0.21,
Sensor_0x1D,81539601,0.044,0.022,0.09,
Sensor_0x53,81539906,-0.401,-0.097,-0.104,
Sensor_0x1D,81540785,-0.113,0.179,0.012,
Sensor_0x53,81540941,0.148,0.374,0.131,
Sensor_0x1D,81541935,-0.191,-0.135,0.012,
Sensor_0x53,81541972,-0.008,-0.018,-0.025,
Sensor_0x53,81543008,0.07,-0.175,-0.025,
Sensor_0x1D,81543073,0.044,-0.056,0.169,
Sensor_0x53,81544042,-0.165,-0.018,-0.025,
Sensor_0x1D,81544214,0.122,-0.135,0.012,
Sensor_0x53,81545074,-0.008,-0.018,0.053,
Sensor_0x1D,81545375,-0.113,0.022,0.012,
Sensor_0x53,81546107,-0.008,0.139,0.445,
Sensor_0x1D,81546523,0.122,0.022,-0.224,
Sensor_0x53,81547144,-0.165,-0.332,0.053,
Sensor_0x1D,81547709,-0.113,0.022,0.09,
Sensor_0x53,81548177,0.462,0.217,0.21,
Sensor_0x1D,81548866,0.122,0.022,0.012,
Sensor_0x53,81549215,-0.008,-0.018,-0.025,
Sensor_0x1D,81550044,-0.035,-0.056,-0.067,
Sensor_0x53,81550285,0.384,0.374,0.288,
Sensor_0x1D,81551234,-0.113,-0.056,-0.067,
Sensor_0x53,81551319,-0.165,0.139,-0.025,
Sensor_0x53,81552349,-0.008,0.139,-0.339,
Sensor_0x1D,81552390,-0.191,0.179,0.012,
Sensor_0x53,81553386,-0.165,-0.018,-0.025,
Sensor_0x1D,81553535,0.044,0.257,0.012,
Sensor_0x53,81554416,-0.165,-0.175,0.053,
Sensor_0x1D,81554683,-0.113,-0.056,0.482,
Sensor_0x53,81555454,-0.008,-0.018,-0.025,
Sensor_0x1D,81555846,-0.113,0.1,-0.067,
Sensor_0x53,81556495,0.462,0.06,-0.339,
Sensor_0x1D,81557042,0.122,0.022,0.012,
Sensor_0x53,81557529,-0.008,0.531,0.131,
Sensor_0x1D,81558227,0.044,-0.135,0.169,
Sensor_0x53,81558559,-0.322,-0.097,-0.025,
Sensor_0x1D,81559413,0.044,-0.135,0.169,
Sensor_0x53,81559595,0.07,0.295,0.21,
Sensor_0x1D,81560614,-0.035,0.022,-0.067,
Sensor_0x53,81560622,-0.008,0.06,-0.104,
Sensor_0x53,81561653,0.227,-0.332,-0.025,
Sensor_0x1D,81561755,0.044,0.022,-0.067,
Sensor_0x53,81562688,-0.087,-0.097,-0.182,
Sensor_0x1D,81562901,-0.191,0.1,0.012,
Sensor_0x53,81563724,-0.244,-0.254,0.131,
Sensor_0x1D,81564040,-0.27,-0.135,0.09,
Sensor_0x53,81564754,-0.322,-0.097,0.445,
Sensor_0x1D,81565210,0.122,0.1,0.012,
Sensor_0x53,81565791,-0.244,-0.411,-0.025,
Sensor_0x1D,81566390,0.201,-0.135,-0.067,
Sensor_0x53,81566820,0.148,0.295,0.053,
Sensor_0x1D,81567601,0.122,-0.135,0.09,
Sensor_0x53,81567853,-0.008,0.06,0.053,
Sensor_0x1D,81568785,-0.113,0.1,-0.067,
Sensor_0x53,81568886,0.148,0.06,-0.261,
Sensor_0x53,81569919,-0.008,-0.097,0.053,
Sensor_0x1D,81569935,-0.191,0.1,0.169,
Sensor_0x53,81570950,-0.322,-0.097,-0.025,
Sensor_0x1D,81571073,0.044,0.1,-0.067,
Sensor_0x53,81571987,-0.008,-0.018,0.21,
Sensor_0x1D,81572214,-0.035,0.1,0.169,
Sensor_0x53,81573021,0.384,-0.175,0.053,
Sensor_0x1D,81573375,0.593,-0.37,-0.067,
Sensor_0x53,81574054,-0.087,0.139,-0.025,
Sensor_0x1D,81574524,-0.113,-0.37,-0.067,
Sensor_0x53,81575089,-0.322,-0.097,0.21,
Sensor_0x1D,81575709,-0.113,0.1,-0.067,
Sensor_0x53,81576121,0.07,-0.175,0.21,
Sensor_0x1D,81576866,0.044,0.1,0.012,
Sensor_0x53,81577152,-0.087,-0.018,0.053,
Sensor_0x1D,81578044,-0.27,0.022,0.09,
Sensor_0x53,81578192,0.07,-0.489,-0.025,
Sensor_0x53,81579225,-0.087,-0.254,0.367,
Sensor_0x1D,81579234,0.122,0.022,-0.067,
Sensor_0x53,81580258,-0.008,-0.097,0.053,
Sensor_0x1D,81580390,-0.113,0.022,-0.145,
Sensor_0x53,81581290,-0.087,0.374,0.367,
Sensor_0x1D,81581535,0.044,-0.056,0.012,
Sensor_0x53,81582323,-0.322,-0.175,0.053,
Sensor_0x1D,81582683,-0.113,0.022,0.012,
Sensor_0x53,81583353,-0.008,-0.018,0.21,
Sensor_0x1D,81583841,0.044,0.022,-0.38,
Sensor_0x53,81584390,-0.244,-0.175,-0.104,
Sensor_0x1D,81585042,0.122,0.022,-0.067,
Sensor_0x53,81585419,-0.008,-0.097,-0.025,
Sensor_0x1D,81586227,-0.191,0.1,-0.067,
Sensor_0x53,81586457,-0.087,0.06,-0.025,
Sensor_0x1D,81587418,0.122,0.257,0.012,
Sensor_0x53,81587500,-0.401,-0.175,-0.025,
Sensor_0x53,81588534,-0.008,0.06,0.21,
Sensor_0x1D,81588601,-0.035,0.022,-0.067,
Sensor_0x53,81589565,0.305,-0.018,-0.339,
Sensor_0x1D,81589744,-0.035,0.022,0.169,
Sensor_0x53,81590601,0.227,-0.018,-0.104,
Sensor_0x1D,81590895,-0.191,-0.056,0.482,
Sensor_0x53,81591627,-0.165,-0.332,0.131,
Sensor_0x1D,81592040,-0.191,0.1,-0.067,
Sensor_0x53,81592659,0.07,0.374,-0.104,
Sensor_0x1D,81593197,0.122,0.1,0.169,
Sensor_0x53,81593694,-0.165,0.139,0.131,
Sensor_0x1D,81594387,0.044,0.414,-0.067,
Sensor_0x53,81594727,0.07,-0.254,-0.025,
Sensor_0x1D,81595599,-0.113,0.1,-0.067,
Sensor_0x53,81595758,0.07,-0.018,-0.182,
Sensor_0x1D,81596749,0.044,0.1,-0.067,
Sensor_0x53,81596794,0.305,0.139,-0.418,
Sensor_0x53,81597823,-0.008,0.609,0.21,
Sensor_0x1D,81597888,0.122,0.1,-0.38,
Sensor_0x53,81598857,0.07,-0.254,-0.104,
Sensor_0x1D,81599028,-0.191,0.1,0.169,
Sensor_0x53,81599892,-0.008,0.217,0.21,
Sensor_0x1D,81600196,-0.191,0.022,-0.067,
Sensor_0x53,81600925,-0.165,0.06,-0.104,
Sensor_0x1D,81601334,0.122,0.1,0.169,
Sensor_0x53,81601957,-0.008,-0.175,-0.104,
Sensor_0x1D,81602498,-0.113,0.022,0.012,
Sensor_0x53,81602995,-0.087,-0.097,-0.025,
Sensor_0x1D,81603674,0.122,-0.056,0.012,
Sensor_0x53,81604023,-0.165,-0.018,-0.104,
Sensor_0x1D,81604832,-0.113,-0.056,0.169,
Sensor_0x53,81605060,-0.008,0.06,0.131,
Sensor_0x1D,81606014,-0.191,0.1,0.169,
Sensor_0x53,81606090,-0.322,-0.254,-0.025,
Sensor_0x53,81607126,0.305,0.295,0.131,
Sensor_0x1D,81607211,-0.191,0.414,-0.067,
Sensor_0x53,81608155,-0.322,-0.018,0.053,
Sensor_0x1D,81608371,-0.191,0.1,0.482,
Sensor_0x53,81609200,0.07,0.06,0.053,
Sensor_0x1D,81609511,-0.113,0.1,0.169,
Sensor_0x53,81610235,-0.008,-0.018,0.131,
Sensor_0x1D,81610668,-0.113,0.1,0.247,
Sensor_0x53,81611269,-0.008,-0.332,0.053,
Sensor_0x1D,81611841,0.044,0.179,0.482,
Sensor_0x53,81612300,-0.165,-0.097,-0.025,
Sensor_0x1D,81613037,-0.035,0.414,-0.067,
Sensor_0x53,81613336,-0.008,0.374,-0.653,
Sensor_0x1D,81614218,0.044,0.257,-0.067,
Sensor_0x53,81614364,-0.008,0.139,-0.025,
Sensor_0x1D,81615414,0.044,-0.056,0.169,
Sensor_0x53,81615436,0.07,0.139,-0.496,
Sensor_0x53,81616475,-0.008,0.374,0.21,
Sensor_0x1D,81616604,-0.035,-0.056,-0.067,
Sensor_0x53,81617514,-0.558,-0.254,-0.104,
Sensor_0x1D,81617756,-0.035,-0.056,0.09,
Sensor_0x53,81618544,0.148,0.139,0.053,
Sensor_0x1D,81618900,-0.113,0.022,-0.145,
Sensor_0x53,81619578,0.305,0.139,-0.496,
Sensor_0x1D,81620053,0.122,0.1,-0.616,
Sensor_0x53,81620604,-0.008,-0.018,0.21,
Sensor_0x1D,81621198,-0.113,-0.135,0.012,
Sensor_0x53,81621638,-0.008,-0.097,-0.025,
Sensor_0x1D,81622389,0.122,0.022,0.012,
Sensor_0x53,81622666,-0.008,-0.097,-0.025,
Sensor_0x1D,81623592,-0.113,0.1,0.169,
Sensor_0x53,81623700,-0.008,0.06,0.602,
Sensor_0x53,81624734,-0.008,-0.489,-0.261,
Sensor_0x1D,81624783,-0.113,-0.135,-0.067,
Sensor_0x53,81625769,0.148,0.139,-0.025,
Sensor_0x1D,81625926,0.122,0.022,-0.145,
Sensor_0x53,81626796,-0.165,0.139,-0.025,
Sensor_0x1D,81627082,-0.113,0.022,-0.067,
Sensor_0x53,81627833,-0.008,0.139,-0.182,
Sensor_0x1D,81628234,-0.191,0.179,0.012,
Sensor_0x53,81628862,-0.165,-0.097,0.053,
Sensor_0x1D,81629390,-0.113,0.022,0.012,
Sensor_0x53,81629898,-0.165,-0.175,-0.025,
Sensor_0x1D,81630536,0.044,-0.135,-0.067,
Sensor_0x53,81630928,-0.087,-0.097,0.524,
Sensor_0x1D,81631723,0.044,0.1,0.169,
Sensor_0x53,81631962,0.305,-0.332,-0.261,
Sensor_0x1D,81632873,-0.113,0.179,0.875,
Sensor_0x53,81632990,-0.008,0.139,0.524,
Sensor_0x1D,81634060,-0.191,0.1,-0.067,
Sensor_0x53,81634063,0.07,-0.646,-0.418,
Sensor_0x53,81635092,0.305,0.139,0.445,
Sensor_0x1D,81635249,-0.113,0.1,-0.067,
Sensor_0x53,81636126,-0.165,-0.175,0.131,
Sensor_0x1D,81636411,-0.113,0.022,0.012,
Sensor_0x53,81637156,0.148,0.139,-0.261,
Sensor_0x1D,81637584,-0.113,0.1,-0.145,
Sensor_0x53,81638197,-0.165,-0.097,0.053,
Sensor_0x1D,81638720,-0.191,0.1,0.169,
Sensor_0x53,81639229,0.148,-0.332,0.053,
Sensor_0x1D,81639877,-0.035,-0.135,-0.067,
Sensor_0x53,81640269,0.462,-0.097,0.21,
Sensor_0x1D,81641051,-0.348,0.414,-0.067,
Sensor_0x53,81641298,0.384,-0.411,-0.339,
Sensor_0x1D,81642244,0.122,0.022,0.09,
Sensor_0x53,81642333,0.07,0.374,0.053,
Sensor_0x53,81643365,-0.479,-0.175,-0.104,
Sensor_0x1D,81643435,-0.035,0.022,-0.067,
Sensor_0x53,81644399,0.07,0.374,0.21,
Sensor_0x1D,81644618,-0.191,0.022,0.012,
Sensor_0x53,81645426,-0.165,0.06,0.053,
Sensor_0x1D,81645760,0.122,0.1,-0.067,
Sensor_0x53,81646507,0.07,0.139,0.21,
Sensor_0x1D,81646902,0.122,0.1,-0.067,
Sensor_0x53,81647537,-0.401,-0.018,0.053,
Sensor_0x1D,81648040,-0.191,0.1,0.09,
Sensor_0x53,81648572,0.148,-0.411,-0.025,
Sensor_0x1D,81649210,0.044,-0.056,-0.067,
Sensor_0x53,81649600,-0.008,0.06,-0.182,
Sensor_0x1D,81650390,-0.113,0.022,0.012,
Sensor_0x53,81650631,0.305,0.374,-0.025,
Sensor_0x1D,81651601,-0.035,-0.056,-0.067,
Sensor_0x53,81651658,-0.008,0.06,-0.104,
Sensor_0x53,81652732,0.07,0.452,-0.653,
Sensor_0x1D,81652785,0.122,0.1,0.169,
Sensor_0x53,81653760,-0.165,0.374,0.288,
Sensor_0x1D,81653935,-0.191,-0.056,-0.067,
Sensor_0x53,81654796,-0.479,-0.175,-0.025,
Sensor_0x1D,81655073,0.044,0.1,-0.459,
Sensor_0x53,81655827,0.07,0.217,0.053,
Sensor_0x1D,81656214,0.122,-0.135,0.169,
Sensor_0x53,81656861,-0.087,-0.175,0.053,
Sensor_0x1D,81657375,-0.191,0.179,-0.067,
Sensor_0x53,81657889,0.07,-0.175,-0.025,
Sensor_0x1D,81658523,-0.191,0.1,-0.067,
Sensor_0x53,81658929,-0.087,0.06,-0.025,
Sensor_0x1D,81659707,0.044,0.1,0.012,
Sensor_0x53,81659957,-0.165,-0.018,0.21,
Sensor_0x1D,81660860,0.122,0.022,-0.067,
Sensor_0x53,81660994,-0.087,0.06,0.367,
Sensor_0x53,81662025,-0.165,-0.254,-0.104,
Sensor_0x1D,81662048,0.044,0.1,0.012,
Sensor_0x53,81663060,-0.008,0.139,0.053,
Sensor_0x1D,81663238,0.122,0.1,-0.067,
Sensor_0x53,81664088,-0.165,-0.254,0.053,
Sensor_0x1D,81664400,-0.113,0.1,-0.067,
Sensor_0x53,81665161,0.148,0.06,0.288,
Sensor_0x1D,81665571,-0.113,0.022,0.012,
Sensor_0x53,81666196,-0.165,0.06,0.131,
Sensor_0x1D,81666704,0.044,0.179,0.012,
Sensor_0x53,81667235,0.07,0.139,-0.182,
Sensor_0x1D,81667866,-0.113,-0.135,0.326,
Sensor_0x53,81668267,-0.087,-0.018,-0.025,
Sensor_0x1D,81669043,0.044,0.179,0.012,
Sensor_0x53,81669302,-0.479,0.06,-0.025,
Sensor_0x1D,81670236,-0.035,0.414,0.09,
Sensor_0x53,81670332,-0.087,-0.097,0.21,
Sensor_0x53,81671369,0.305,-0.489,-0.182,
Sensor_0x1D,81671427,-0.191,0.1,-0.537,
Sensor_0x53,81672399,-0.008,0.374,0.21,
Sensor_0x1D,81672618,0.122,0.1,0.169,
Sensor_0x53,81673435,-0.322,-0.254,-0.182,
Sensor_0x1D,81673760,0.122,0.022,-0.145,
Sensor_0x53,81674474,-0.008,0.06,0.21,
Sensor_0x1D,81674899,0.122,-0.213,-0.145,
Sensor_0x53,81675514,-0.087,0.06,-0.104,
Sensor_0x1D,81676043,-0.113,0.022,-0.145,
Sensor_0x53,81676542,0.07,0.06,-0.104,
Sensor_0x1D,81677216,-0.035,0.179,0.561,
Sensor_0x53,81677579,-0.401,-0.254,0.131,
Sensor_0x1D,81678390,-0.035,0.1,-0.067,
Sensor_0x53,81678606,0.384,-0.411,-0.261,
Sensor_0x1D,81679600,-0.191,0.022,0.012,
Sensor_0x53,81679638,-0.008,0.295,0.21,
Sensor_0x53,81680666,-0.558,-0.254,0.053,
Sensor_0x1D,81680784,-0.113,-0.056,0.012,
Sensor_0x53,81681702,0.148,0.217,0.21,
Sensor_0x1D,81681934,0.201,0.1,0.169,
Sensor_0x53,81682733,-0.008,0.06,0.053,
Sensor_0x1D,81683072,0.122,0.022,-0.067,
Sensor_0x53,81683770,-0.008,0.06,-0.104,
Sensor_0x1D,81684213,-0.191,0.022,0.639,
Sensor_0x53,81684798,-0.401,0.06,-0.104,
Sensor_0x1D,81685373,-0.113,0.022,-0.067,
Sensor_0x53,81685833,-0.322,-0.254,-0.104,
Sensor_0x1D,81686522,0.044,0.022,-0.067,
Sensor_0x53,81686865,-0.087,0.06,0.524,
Sensor_0x1D,81687708,0.044,0.022,0.012,
Sensor_0x53,81687899,0.305,-0.803,-0.182,
Sensor_0x1D,81688866,-0.191,-0.213,-0.067,
Sensor_0x53,81688928,0.384,0.06,0.288,
Sensor_0x53,81689964,-0.165,-0.254,-0.104,
Sensor_0x1D,81690044,-0.035,0.022,-0.067,
Sensor_0x53,81690993,-0.008,0.295,-0.339,
Sensor_0x1D,81691234,-0.191,-0.449,0.169,
Sensor_0x53,81692028,-0.087,-0.018,0.053,
Sensor_0x1D,81692390,-0.113,0.1,0.169,
Sensor_0x53,81693058,-0.244,-0.175,0.053,
Sensor_0x1D,81693535,-0.191,-0.056,0.169,
Sensor_0x53,81694095,-0.008,-0.175,0.367,
Sensor_0x1D,81694683,0.044,0.257,-0.067,
Sensor_0x53,81695122,0.305,-0.489,-0.339,
Sensor_0x1D,81695841,0.044,0.1,-0.067,
Sensor_0x53,81696159,0.227,0.139,0.053,
Sensor_0x1D,81697042,-0.035,0.1,0.012,
Sensor_0x53,81697193,-0.244,-0.018,0.053,
Sensor_0x1D,81698227,-0.27,0.1,0.482,
Sensor_0x53,81698233,0.148,0.374,-0.025,
Sensor_0x53,81699264,-0.165,-0.018,0.21,
Sensor_0x1D,81699418,-0.113,0.022,0.012,
Sensor_0x53,81700299,0.148,-0.489,-0.104,
Sensor_0x1D,81700601,-0.035,0.1,-0.067,
Sensor_0x53,81701326,-0.165,-0.175,0.131,
Sensor_0x1D,81701744,-0.113,0.022,0.09,
Sensor_0x53,81702363,-0.165,-0.018,0.131,
Sensor_0x1D,81702895,0.593,-0.292,0.169,
Sensor_0x53,81703391,-0.087,0.374,0.053,
Sensor_0x1D,81704040,0.044,-0.056,0.169,
Sensor_0x53,81704426,-0.401,-0.175,0.053,
Sensor_0x1D,81705197,-0.113,0.1,0.012,
Sensor_0x53,81705471,0.462,0.06,0.21,
Sensor_0x1D,81706388,-0.113,0.022,0.169,
Sensor_0x53,81706510,-0.087,-0.097,-0.025,
Sensor_0x53,81707538,0.462,0.217,0.131,
Sensor_0x1D,81707599,-0.113,0.1,0.169,
Sensor_0x53,81708612,0.07,-0.568,-0.339,
Sensor_0x1D,81708749,-0.27,0.1,-0.067,
Sensor_0x53,81709639,0.07,0.374,-0.496,
Sensor_0x1D,81709888,0.044,0.022,-0.224,
Sensor_0x53,81710671,-0.165,-0.254,0.131,
Sensor_0x1D,81711028,-0.191,-0.135,-0.067,
Sensor_0x53,81711701,-0.322,-0.175,-0.182,
Sensor_0x1D,81712196,-0.113,0.1,0.012,
Sensor_0x53,81712738,-0.087,0.374,0.524,
Sensor_0x1D,81713318,-0.427,0.179,0.482,
Sensor_0x53,81713765,-0.008,-0.489,0.053,
Sensor_0x1D,81714483,-0.191,0.1,-0.145,
Sensor_0x53,81714805,0.384,-0.018,0.21,
Sensor_0x1D,81715658,-0.113,0.022,0.169,
Sensor_0x53,81715833,-0.087,-0.332,-0.182,
Sensor_0x1D,81716813,-0.113,0.336,-0.067,
Sensor_0x53,81716868,-0.008,0.139,-0.025,
Sensor_0x53,81717898,-0.008,-0.097,0.053,
Sensor_0x1D,81717989,-0.113,0.022,-0.067,
Sensor_0x53,81718934,-0.008,-0.254,-0.025,
Sensor_0x1D,81719169,0.122,0.1,0.012,
Sensor_0x53,81719962,0.07,-0.018,-0.025,
Sensor_0x1D,81720330,0.122,-0.292,0.09,
Sensor_0x53,81721003,0.148,0.452,-0.575,
Sensor_0x1D,81721470,-0.113,0.1,-0.067,
Sensor_0x53,81722030,-0.165,0.531,0.131,
Sensor_0x1D,81722627,0.044,-0.056,0.012,
Sensor_0x53,81723065,-0.479,-0.175,-0.339,
Sensor_0x1D,81723784,0.122,0.1,-0.067,
Sensor_0x53,81724093,0.148,0.295,0.21,
Sensor_0x1D,81724933,0.044,-0.213,-0.067,
Sensor_0x53,81725129,-0.165,-0.254,0.053,
Sensor_0x1D,81726112,0.201,-0.213,-0.067,
Sensor_0x53,81726156,0.148,0.139,0.053,
Sensor_0x53,81727234,-0.244,-0.175,-0.025,
Sensor_0x1D,81727288,-0.113,0.1,0.012,
Sensor_0x53,81728263,-0.008,-0.332,-0.104,
Sensor_0x1D,81728497,0.122,0.022,-0.067,
Sensor_0x53,81729296,-0.165,-0.097,-0.025,
Sensor_0x1D,81729638,-0.113,0.022,-0.067,
Sensor_0x53,81730328,-0.087,-0.097,-0.025,
Sensor_0x1D,81730786,0.044,-0.213,-0.067,
Sensor_0x53,81731363,-0.322,0.531,0.288,
Sensor_0x1D,81731928,-0.113,0.336,-0.067,
Sensor_0x53,81732390,-0.322,-0.254,0.053,
Sensor_0x1D,81733073,-0.113,0.1,0.169,
Sensor_0x53,81733468,-0.087,0.374,0.445,
Sensor_0x1D,81734269,-0.113,-0.056,-0.067,
Sensor_0x53,81734501,-0.479,-0.254,0.053,
Sensor_0x1D,81735458,0.044,0.1,-0.067,
Sensor_0x53,81735536,0.148,0.06,-0.025,
Sensor_0x53,81736568,-0.087,-0.254,0.131,
Sensor_0x1D,81736650,0.044,0.257,-0.694,
Sensor_0x53,81737604,-0.087,0.139,-0.182,
Sensor_0x1D,81737790,-0.113,0.1,0.404,
Sensor_0x53,81738631,-0.087,-0.018,0.131,
Sensor_0x1D,81738932,0.044,-0.135,0.012,
Sensor_0x53,81739665,-0.087,-0.097,0.21,
Sensor_0x1D,81740075,-0.113,0.1,0.012,
Sensor_0x53,81740694,-0.087,0.139,0.681,
Sensor_0x1D,81741222,0.122,0.179,-0.145,
Sensor_0x53,81741733,0.227,-0.489,-0.418,
Sensor_0x1D,81742388,0.044,-0.37,0.169,
Sensor_0x53,81742764,0.384,0.06,0.288,
Sensor_0x1D,81743580,-0.035,-0.056,0.012,
Sensor_0x53,81743798,-0.165,-0.175,0.288,
Sensor_0x1D,81744730,-0.191,0.1,0.247,
Sensor_0x53,81744827,0.384,0.139,0.21,
Sensor_0x1D,81745869,0.044,-0.056,0.012,
Sensor_0x53,81745901,-0.087,-0.254,-0.104,
Sensor_0x53,81746930,0.07,0.217,-0.418,
Sensor_0x1D,81747047,0.044,-0.135,0.169,
Sensor_0x53,81747963,-0.008,-0.018,0.053,
Sensor_0x1D,81748213,-0.191,0.022,0.169,
Sensor_0x53,81748994,-0.165,-0.175,-0.025,
Sensor_0x1D,81749371,-0.035,0.1,-0.694,
Sensor_0x53,81750027,-0.008,-0.018,0.445,
Sensor_0x1D,81750511,0.044,0.022,-0.067,
Sensor_0x53,81751056,0.227,-0.489,-0.025,
Sensor_0x1D,81751672,0.044,0.022,0.012,
Sensor_0x53,81752092,0.462,0.217,0.21,
Sensor_0x1D,81752809,0.044,0.022,0.169,
Sensor_0x53,81753121,-0.244,-0.097,-0.025,
Sensor_0x1D,81754021,0.122,-0.213,-0.145,
Sensor_0x53,81754155,0.148,0.139,0.21,
Sensor_0x53,81755192,-0.008,0.06,-0.182,
Sensor_0x1D,81755212,0.122,0.022,0.169,
Sensor_0x53,81756229,-0.087,-0.254,0.053,
Sensor_0x1D,81756398,0.436,-0.292,-0.067,
Sensor_0x53,81757258,-0.087,-0.175,-0.182,
Sensor_0x1D,81757561,0.044,-0.213,0.012,
Sensor_0x53,81758295,0.305,0.295,-0.496,
Sensor_0x1D,81758697,-0.035,0.022,-0.067,
Sensor_0x53,81759324,-0.165,0.374,0.288,
Sensor_0x1D,81759854,-0.113,-0.135,0.012,
Sensor_0x53,81760358,0.305,-0.332,0.053,
Sensor_0x1D,81761000,-0.035,0.1,-0.145,
Sensor_0x53,81761393,-0.087,0.139,0.21,
Sensor_0x1D,81762169,0.044,0.1,0.012,
Sensor_0x53,81762426,-0.008,-0.175,-0.025,
Sensor_0x1D,81763379,0.044,-0.135,-0.067,
Sensor_0x53,81763467,0.305,0.217,-0.339,
Sensor_0x53,81764508,-0.244,-0.018,-0.025,
Sensor_0x1D,81764582,-0.035,0.1,0.012,
Sensor_0x53,81765538,-0.401,-0.097,-0.025,
Sensor_0x1D,81765726,0.044,0.1,0.169,
Sensor_0x53,81766571,-0.087,-0.097,0.21,
Sensor_0x1D,81766872,0.044,0.1,0.169,
Sensor_0x53,81767606,0.07,0.217,0.524,
Sensor_0x1D,81768010,-0.113,0.022,0.012,
Sensor_0x53,81768637,0.462,-0.018,0.21,
Sensor_0x1D,81769157,-0.191,0.022,-0.067,
Sensor_0x53,81769664,-0.165,-0.097,-0.025,
Sensor_0x1D,81770325,0.044,0.179,-0.067,
Sensor_0x53,81770701,0.148,0.06,-0.025,
Sensor_0x1D,81771505,0.122,-0.056,0.012,
Sensor_0x53,81771732,0.148,-0.254,-0.025,
Sensor_0x1D,81772701,0.122,0.1,0.012,
Sensor_0x53,81772766,-0.008,-0.332,-0.104,
Sensor_0x53,81773800,-0.008,-0.018,0.131,
Sensor_0x1D,81773851,-0.191,0.1,-0.145,
Sensor_0x53,81774833,0.07,0.06,-0.653,
Sensor_0x1D,81775036,0.044,0.1,-0.067,
Sensor_0x53,81775862,-0.008,0.374,0.367,
Sensor_0x1D,81776169,0.122,0.179,-0.38,
Sensor_0x53,81776899,-0.401,-0.175,-0.025,
Sensor_0x1D,81777325,0.044,0.1,-0.067,
Sensor_0x53,81777929,0.227,0.217,0.21,
Sensor_0x1D,81778481,0.044,0.1,0.169,
Sensor_0x53,81778962,-0.244,-0.097,0.053,
Sensor_0x1D,81779640,0.044,-0.056,0.012,
Sensor_0x53,81779998,0.148,-0.489,-0.025,
Sensor_0x1D,81780777,0.044,0.1,0.012,
Sensor_0x53,81781031,-0.165,-0.018,-0.025,
Sensor_0x1D,81781924,-0.035,0.1,-0.067,
Sensor_0x53,81782061,-0.008,-0.175,0.524,
Sensor_0x53,81783098,-0.087,0.06,0.21,
Sensor_0x1D,81783106,0.044,0.022,-0.067,
Sensor_0x53,81784127,-0.165,-0.489,0.21,
Sensor_0x1D,81784298,-0.113,0.1,0.012,
Sensor_0x53,81785160,0.384,0.139,0.445,
Sensor_0x1D,81785454,-0.113,0.022,-0.067,
Sensor_0x53,81786199,-0.165,-0.332,-0.339,
Sensor_0x1D,81786615,0.044,0.1,-0.302,
Sensor_0x53,81787235,0.148,0.295,-0.339,
Sensor_0x1D,81787768,-0.113,0.179,0.482,
Sensor_0x53,81788265,-0.165,-0.097,-0.025,
Sensor_0x1D,81788917,0.122,0.257,-0.067,
Sensor_0x53,81789303,-0.165,-0.097,-0.025,
Sensor_0x1D,81790108,0.122,-0.135,-0.067,
Sensor_0x53,81790332,-0.165,-0.175,0.445,
Sensor_0x1D,81791306,0.044,0.1,0.639,
Sensor_0x53,81791366,0.305,-0.254,-0.182,
Sensor_0x53,81792400,-0.008,0.374,0.288,
Sensor_0x1D,81792497,-0.113,0.022,0.012,
Sensor_0x53,81793433,-0.322,-0.175,-0.104,
Sensor_0x1D,81793678,0.122,0.022,0.09,
Sensor_0x53,81794473,-0.087,0.139,0.21,
Sensor_0x1D,81794816,0.044,0.022,-0.067,
Sensor_0x53,81795515,-0.008,0.06,0.131,
Sensor_0x1D,81795954,0.122,-0.056,-0.459,
Sensor_0x53,81796545,0.07,-0.097,-0.182,
Sensor_0x1D,81797099,0.044,-0.056,-0.067,
Sensor_0x53,81797578,-0.322,-0.254,0.053,
Sensor_0x1D,81798264,0.044,0.1,0.169,
Sensor_0x53,81798609,0.07,-0.254,-0.025,
Sensor_0x1D,81799444,-0.035,-0.056,0.012,
Sensor_0x53,81799640,-0.008,0.06,0.131,
Sensor_0x1D,81800642,-0.113,0.414,-0.067,
Sensor_0x53,81800668,0.07,-0.568,-0.104,
Sensor_0x53,81801706,0.541,0.06,0.288,
Sensor_0x1D,81801786,-0.113,0.022,0.09,
Sensor_0x53,81802735,-0.322,-0.254,0.053,
Sensor_0x1D,81802937,0.122,0.022,0.482,
Sensor_0x53,81803769,0.462,0.06,0.053,
Sensor_0x1D,81804075,0.044,-0.056,-0.067,
Sensor_0x53,81804839,-0.479,-0.175,0.131,
Sensor_0x1D,81805216,0.044,0.022,0.09,
Sensor_0x53,81805873,0.227,0.217,-0.339,
Sensor_0x1D,81806376,0.044,0.022,-0.067,
Sensor_0x53,81806903,-0.008,0.06,0.21,
Sensor_0x1D,81807525,0.122,-0.135,0.169,
Sensor_0x53,81807940,-0.322,-0.175,-0.104,
Sensor_0x1D,81808708,0.122,0.022,-0.067,
Sensor_0x53,81808969,-0.008,-0.018,0.445,
Sensor_0x1D,81809862,-0.113,0.257,0.247,
Sensor_0x53,81810008,0.148,-0.175,-0.104,
